STD_ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,MathScore,ReadingScore,WritingScore
17979,female,group C,some college,standard,none,married,sometimes,no,4,school_bus,88,90,89
17980,female,group C,some high school,standard,completed,married,sometimes,no,3,private,74,80,84
17981,female,group B,associate's degree,standard,none,married,regularly,no,1,school_bus,66,76,74
17982,female,group B,some college,standard,none,married,regularly,yes,0,private,58,61,64
17983,male,group C,some high school,standard,none,single,regularly,yes,3,private,75,55,59
17984,male,group D,associate's degree,standard,none,married,sometimes,yes,2,school_bus,61,65,64
17985,female,group E,some high school,standard,none,divorced,sometimes,yes,3,school_bus,74,68,74
17986,female,group C,high school,standard,none,single,never,yes,3,school_bus,51,69,72
17987,male,group D,some college,standard,none,married,sometimes,yes,0,school_bus,83,75,73
17988,male,group E,high school,standard,completed,married,sometimes,yes,0,private,78,78,79
17989,female,group B,some high school,standard,none,married,never,yes,4,private,82,96,87
17990,female,group B,master's degree,standard,none,married,sometimes,yes,2,school_bus,85,100,100
17991,male,group D,high school,free/reduced,none,married,regularly,yes,0,private,50,56,52
17992,male,group C,some college,standard,completed,married,regularly,yes,2,private,90,87,86
17993,male,group E,some college,free/reduced,none,married,regularly,yes,1,private,69,52,44
17994,male,group E,some college,standard,completed,single,sometimes,no,1,school_bus,73,54,64
17995,male,group C,some college,standard,none,married,regularly,yes,3,school_bus,55,60,58
17996,male,group D,high school,standard,none,divorced,sometimes,yes,2,school_bus,82,79,75
17997,female,group D,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,77,92,94
17998,male,group B,some high school,free/reduced,completed,single,regularly,yes,3,school_bus,56,65,68
17999,male,group B,some college,standard,none,married,regularly,yes,1,private,83,75,75
18000,male,group D,high school,free/reduced,completed,married,regularly,yes,2,school_bus,47,57,59
18001,female,group D,high school,standard,none,married,regularly,yes,4,private,72,76,78
18002,male,group D,some college,standard,completed,married,regularly,yes,1,school_bus,63,55,64
18003,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2,private,73,72,58
18004,female,group D,high school,standard,completed,single,sometimes,no,2,private,82,87,91
18005,female,group B,some high school,standard,none,married,regularly,no,3,private,29,39,34
18006,female,group B,associate's degree,free/reduced,none,married,sometimes,yes,1,private,53,68,63
18007,female,group B,associate's degree,standard,none,married,sometimes,yes,1,school_bus,52,64,55
18008,male,group D,some high school,standard,none,married,regularly,no,4,school_bus,59,48,55
18009,male,group D,associate's degree,standard,none,single,never,yes,0,school_bus,74,69,71
18010,male,group A,some high school,standard,none,divorced,regularly,yes,5,private,49,59,45
18011,female,group C,master's degree,standard,none,married,sometimes,yes,0,school_bus,83,91,94
18012,male,group C,some high school,standard,none,divorced,regularly,no,3,private,75,63,62
18013,male,group E,high school,standard,none,married,regularly,yes,1,private,77,64,66
18014,female,group C,some college,free/reduced,none,single,regularly,yes,4,private,53,67,67
18015,female,group C,some high school,free/reduced,none,divorced,sometimes,yes,2,school_bus,47,58,50
18016,female,group B,some college,standard,none,married,sometimes,no,1,private,80,85,84
18017,male,group B,bachelor's degree,standard,none,single,never,yes,1,school_bus,76,70,70
18018,male,group D,associate's degree,standard,none,married,regularly,yes,1,school_bus,61,61,56
18019,male,group D,some college,free/reduced,none,married,sometimes,yes,0,private,75,76,78
18020,male,group D,some college,free/reduced,none,married,regularly,yes,0,private,49,53,50
18021,female,group C,high school,standard,none,divorced,regularly,no,1,school_bus,60,65,61
18022,male,group D,some college,free/reduced,none,married,never,no,1,school_bus,43,56,52
18023,female,group D,high school,standard,completed,divorced,sometimes,no,2,school_bus,87,97,97
18024,female,group B,associate's degree,free/reduced,completed,married,sometimes,yes,0,private,56,69,74
18025,female,group C,some college,standard,completed,single,sometimes,yes,1,school_bus,71,75,79
18026,male,group D,some high school,standard,none,divorced,regularly,no,3,private,61,56,53
18027,male,group D,high school,standard,none,widowed,regularly,yes,0,school_bus,87,65,74
18028,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2,school_bus,48,45,46
18029,female,group C,some college,standard,completed,married,never,yes,4,school_bus,36,52,52
18030,female,group B,high school,free/reduced,none,married,regularly,yes,0,school_bus,66,72,69
18031,male,group E,associate's degree,free/reduced,none,single,never,yes,0,school_bus,82,78,69
18032,female,group D,high school,standard,none,married,regularly,yes,0,private,83,91,92
18033,male,group D,high school,free/reduced,none,divorced,sometimes,yes,1,school_bus,79,80,73
18034,female,group B,associate's degree,free/reduced,completed,single,regularly,yes,1,private,51,58,60
18035,male,group D,some college,standard,none,divorced,sometimes,yes,2,school_bus,99,81,77
18036,female,group C,associate's degree,standard,completed,single,regularly,no,1,private,85,97,92
18037,male,group C,bachelor's degree,standard,none,single,never,yes,2,school_bus,75,68,67
18038,male,group D,associate's degree,free/reduced,none,married,never,yes,5,school_bus,78,74,68
18039,female,group C,some high school,standard,completed,married,never,no,4,school_bus,34,47,50
18040,female,group D,master's degree,free/reduced,none,married,sometimes,yes,5,private,70,76,74
18041,male,group C,associate's degree,standard,completed,married,sometimes,no,1,private,80,80,86
18042,female,group D,some college,standard,completed,married,regularly,yes,1,school_bus,85,93,100
18043,female,group D,some college,standard,none,married,never,yes,0,private,68,76,78
18044,female,group B,high school,free/reduced,completed,single,regularly,no,3,school_bus,49,67,71
18045,female,group E,associate's degree,free/reduced,none,single,never,yes,3,school_bus,60,67,66
18046,female,group C,high school,free/reduced,completed,married,never,yes,2,school_bus,53,67,67
18047,male,group A,some college,free/reduced,none,divorced,regularly,yes,3,school_bus,60,63,60
18048,male,group B,associate's degree,standard,none,married,regularly,yes,1,private,77,72,76
18049,female,group C,some college,standard,none,married,never,no,2,school_bus,67,86,82
18050,female,group D,high school,standard,none,widowed,regularly,yes,1,school_bus,65,76,75
18051,male,group C,associate's degree,standard,completed,single,regularly,yes,0,school_bus,77,94,89
18052,male,group D,high school,standard,none,single,never,yes,2,school_bus,61,68,62
18053,female,group E,some college,standard,completed,divorced,sometimes,yes,2,school_bus,58,61,65
18054,female,group D,some college,standard,completed,married,never,yes,2,school_bus,65,85,89
18055,male,group D,some high school,standard,none,married,sometimes,yes,1,school_bus,81,74,71
18056,female,group C,some college,standard,completed,married,sometimes,no,2,school_bus,67,81,82
18057,female,group B,some college,free/reduced,completed,married,regularly,no,1,school_bus,74,77,92
18058,female,group D,some high school,free/reduced,completed,married,regularly,no,1,school_bus,63,69,74
18059,male,group C,some high school,standard,none,married,sometimes,yes,2,school_bus,49,42,37
18060,female,group A,some college,standard,completed,widowed,regularly,yes,0,school_bus,57,83,78
18061,female,group D,some college,standard,none,married,regularly,yes,7,private,73,86,86
18062,female,group D,associate's degree,standard,completed,single,regularly,yes,0,private,59,73,74
18063,female,group D,associate's degree,standard,none,married,never,no,2,school_bus,48,72,68
18064,female,group C,bachelor's degree,free/reduced,none,married,regularly,no,3,school_bus,53,57,55
18065,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,2,school_bus,91,89,87
18066,male,group C,bachelor's degree,standard,completed,married,regularly,no,3,school_bus,77,71,74
18067,male,group C,associate's degree,standard,completed,married,sometimes,no,2,school_bus,78,74,78
18068,male,group D,high school,standard,completed,married,regularly,yes,0,private,66,60,58
18069,female,group B,some high school,standard,none,married,sometimes,yes,1,school_bus,76,80,75
18070,male,group C,some college,free/reduced,completed,married,never,no,1,school_bus,56,61,55
18071,female,group C,some college,free/reduced,none,married,sometimes,yes,0,private,52,64,60
18072,female,group D,some high school,standard,completed,married,sometimes,yes,1,school_bus,53,61,64
18073,male,group D,some college,standard,none,married,sometimes,no,2,private,79,77,77
18074,female,group E,high school,free/reduced,none,married,regularly,yes,0,private,49,53,49
18075,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,2,private,86,77,78
18076,female,group D,some college,standard,none,married,sometimes,yes,3,school_bus,78,80,83
18077,female,group A,some high school,free/reduced,completed,single,regularly,yes,2,private,53,76,72
18078,male,group C,some college,standard,completed,married,regularly,yes,0,private,70,64,66
18079,female,group C,high school,free/reduced,none,married,regularly,yes,5,school_bus,69,74,73
18080,male,group A,some college,standard,completed,single,regularly,yes,3,private,83,73,72
18081,female,group B,some high school,standard,completed,married,sometimes,yes,2,school_bus,63,75,75
18082,male,group B,high school,free/reduced,completed,single,sometimes,yes,2,school_bus,62,59,55
18083,female,group C,bachelor's degree,free/reduced,none,single,regularly,yes,2,school_bus,63,70,69
18084,male,group B,some college,free/reduced,none,married,sometimes,no,1,private,79,72,69
18085,female,group B,some college,standard,completed,married,sometimes,yes,1,school_bus,70,78,80
18086,female,group B,some college,free/reduced,completed,married,sometimes,yes,1,private,60,69,69
18087,male,group C,master's degree,standard,none,married,sometimes,no,3,school_bus,73,73,70
18088,female,group E,some college,standard,completed,married,sometimes,yes,1,private,60,69,73
18089,male,group B,high school,standard,none,single,sometimes,no,3,school_bus,80,64,63
18090,male,group D,high school,free/reduced,none,married,regularly,yes,3,school_bus,65,68,57
18091,female,group A,some college,standard,none,married,sometimes,yes,0,private,60,65,67
18092,male,group B,high school,standard,completed,divorced,sometimes,yes,1,school_bus,47,52,46
18093,male,group C,some college,standard,completed,married,regularly,yes,2,private,66,65,68
18094,male,group B,some college,free/reduced,none,single,regularly,yes,1,school_bus,78,77,71
18095,male,group B,some college,standard,none,single,sometimes,yes,7,private,68,69,66
18096,female,group D,high school,standard,completed,divorced,sometimes,yes,5,school_bus,85,80,84
18097,female,group B,associate's degree,free/reduced,completed,married,sometimes,yes,3,school_bus,83,92,89
18098,male,group D,associate's degree,free/reduced,completed,single,sometimes,no,5,school_bus,81,86,81
18099,male,group D,some college,standard,none,married,sometimes,yes,2,private,87,76,71
18100,male,group D,high school,standard,none,married,sometimes,yes,3,private,74,59,54
18101,male,group C,master's degree,free/reduced,none,divorced,regularly,no,2,school_bus,79,77,74
18102,female,group D,some college,standard,none,single,regularly,yes,1,school_bus,75,82,83
18103,female,group C,bachelor's degree,standard,completed,single,sometimes,yes,2,school_bus,70,85,79
